source1_entity_id	true_entity_id	true_source	previous_status	new_status	previous_reason	new_reason
S1-102881886	S3-673002177	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	name_variation_no_shared_tokens	
S1-605858505	S3-695970061	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-382072597	S3-775924885	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_similarity_below_top_k_threshold	address_similarity_below_top_k_threshold
S1-972508292	S3-281518519	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-222806068	S3-661189176	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-222806068	S3-546864144	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-206894799	S2-984757330	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-206894799	S3-611476936	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_digit_variation	address_digit_variation
S1-202909837	S2-193023352	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-202909837	S2-726265291	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	moderate_similarity_below_retrieval_threshold	
S1-84172548	S3-632715238	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-98065022	S3-698900166	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_digit_variation	address_digit_variation
S1-332238776	S3-330125422	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_token_order_or_variation	
S1-332238776	S3-407698529	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_token_order_or_variation	address_token_order_or_variation
S1-786170207	S3-44389023	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-946221985	S2-833081173	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	address_variation_near_threshold	address_variation_near_threshold
S1-188302195	S3-383757478	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_near_threshold	name_variation_near_threshold
S1-611979795	S2-3495097	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	moderate_similarity_below_retrieval_threshold	
S1-467800339	S2-797035971	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-599145787	S2-499470964	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-8813651	S2-794077082	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	name_variation_no_shared_tokens	
S1-908551239	S2-788299668	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-908551239	S2-225415982	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-908551239	S3-719062371	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-556312606	S3-997464294	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-622374625	S3-446634745	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-622374625	S3-726746553	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-215335896	S2-45923142	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-591079835	S3-375990442	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-252242682	S2-84842746	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-681392030	S3-340243016	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_digit_variation	
S1-892015074	S3-240411148	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-892015074	S3-817353302	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-892015074	S3-247125004	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-760816941	S3-452171887	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-514423627	S3-967570233	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-20306842	S2-969480238	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-95503899	S2-950137390	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	name_variation_no_shared_tokens	
S1-95503899	S2-816744928	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-713599256	S3-871190873	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-912858680	S2-861080628	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-912858680	S3-419436439	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
S1-780331711	S3-5305839	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-414922041	S3-954183520	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	moderate_similarity_below_retrieval_threshold	
S1-738128949	S2-270745434	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	name_variation_no_shared_tokens	
S1-995742594	S3-379801108	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_token_order_variation	name_token_order_variation
S1-609758235	S3-479735972	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_variation_near_threshold	address_variation_near_threshold
S1-305403960	S2-771841018	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-339374417	S3-242628819	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_token_order_or_variation	address_token_order_or_variation
S1-339374417	S3-571457223	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_token_order_or_variation	address_token_order_or_variation
S1-499566732	S2-902678067	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-863881054	S3-773798608	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_digit_variation	
S1-117866925	S3-265609575	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_variation_near_threshold	
S1-466794996	S2-528462830	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_similarity_below_top_k_threshold	
S1-385823757	S2-208238888	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	moderate_similarity_below_retrieval_threshold	
S1-380580331	S2-683490987	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	address_digit_variation	address_digit_variation
S1-440550738	S3-768617499	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_digit_variation	address_digit_variation
S1-282737265	S2-702587893	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-97581850	S3-60652506	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-486296456	S2-440266189	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-743857557	S3-933289917	S3	CANDIDATE_MISSING	CANDIDATE_PRESENT	name_variation_no_shared_tokens	
S1-42596820	S3-810444824	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_abbreviation_or_suffix_variation	name_abbreviation_or_suffix_variation
S1-42596820	S3-878149194	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_variation_near_threshold	address_variation_near_threshold
S1-506296494	S2-757441199	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-410304151	S2-854789573	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	address_variation_near_threshold	
S1-975229569	S3-603710587	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-942110962	S2-552679478	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	near_match_outside_top_k	near_match_outside_top_k
S1-862053862	S2-463433426	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	name_variation_no_shared_tokens	name_variation_no_shared_tokens
S1-296658329	S3-412850205	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	missing_address_field	missing_address_field
S1-686329764	S3-137574715	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	moderate_similarity_below_retrieval_threshold	moderate_similarity_below_retrieval_threshold
S1-940275488	S2-310553268	S2	CANDIDATE_MISSING	CANDIDATE_PRESENT	near_match_outside_top_k	
S1-940275488	S3-722267195	S3	CANDIDATE_MISSING	CANDIDATE_MISSING	address_digit_variation	address_digit_variation
S1-987010400	S2-140661931	S2	CANDIDATE_MISSING	CANDIDATE_MISSING	both_name_and_address_weak	both_name_and_address_weak
