source1_entity_id	true_entity_id	true_source	normalized_name_s1	normalized_name_true	normalized_address_s1	normalized_address_true	country_s1	country_true	name_similarity	address_similarity	digit_similarity	candidate_missing_reason	failed_strategy
S1-524036030	S3-686482320	S3	yes future india private limited	yes fúture india limited service	tiljala road kolkata west bengal kolkata west bengal 93 a kolkata howrah	93 a howrah kolkata wb	india	india	0.71875	0.319149	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-219548536	S3-791592839	S3	dahlen direct muniyield	dahlen direct services	215 victoria road hartford ct		us	us	0.711111	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-145950089	S3-812978425	S3	param foundation	param fóundation	pune b 204 sangria megapolis rgip phase 3 hinjewadi maharashtra pune	b 204 pune mh	india	india	0.9375	0.246914	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-864797403	S3-144512575	S3	ecotech commodities private limited	ecotech private commodities limited id 73380	flat number 806 pratima paradise maharanipeta beach road visakhapatnam vishakhapatnam andhra pradesh	flat number 806 visakhapatnam vishakhapatnam ap	india	india	0.683544	0.639456	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-684772333	S2-375054962	S2	vijay consultancy private limited	विजय कंसल्टेंसी प्राइवेट लिमिटेड	plot number 813 1 vikas cinemall situated at g t road naveen shahdara delhi	door number 813 1 north east delhi shahdara delhi	india	india	0.092308	0.580645	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-476024246	S3-309211196	S3	big ventures private limited	બિગ વેન્ચર્સ પ્રાઇવેટ લિમિટેડ	sir mount near vasupujya bunglows s g road satelite ahmedabad 5th fl 501 ahmedabad gujarat	5th fl 501 ahmedabad gj	india	india	0.105263	0.40708	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-766893478	S3-828038665	S3	karuna house private limited	karuna house private	123 vivekananda road kolkata howrah west bengal		india	india	0.833333	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-766893478	S3-449742245	S3	karuna house private limited	private karuna hóuse limited	123 vivekananda road kolkata howrah west bengal	123 vivekanabda road kolkata howrah পশ্চিমবঙ্গ	india	india	0.678571	0.752688	1.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-865131206	S3-219374335	S3	helios	helios com	66 edgewood street bridgeport ct	bridgeport 66 edgewood saint connecticut	us	us	0.75	0.5	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-405074253	S3-879445509	S3	new oil private limited	new oil limited center	f number 206 bldg number 2 mont vert grande sno 122 a sus road pashan pune maharashtra	f number 206 pune mh	india	india	0.666667	0.377358	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-405074253	S3-180820413	S3	new oil private limited	new oil proivafe limited	f number 206 bldg number 2 mont vert grande sno 122 a sus road pashan pune maharashtra	mh pune f number 206 pune	india	india	0.93617	0.306306	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-448166395	S3-111294485	S3	kerium care	kerium services	ny smithtown 3 bette lane	3 bette lane commack city new york	us	us	0.692308	0.40678	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-6532344	S3-871070212	S3	chiropractic physicians center	chiropracticphysicianscenter com	2493 625 woods cross city ut	2493 625 bountiful utah	us	us	0.903226	0.54902	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-380833681	S3-702670896	S3	toto institute of technology private limited	m s toto institute of private limited services	number 12 manjolai street addison colony ekkaduthangal chennai tamil nadu	12 chennai tn	india	india	0.733333	0.302326	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-380833681	S3-372096408	S3	toto institute of technology private limited	toto institute of technology	number 12 manjolai street addison colony ekkaduthangal chennai tamil nadu	number 12 chennai guindy tn	india	india	0.777778	0.4	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-25879788	S2-39945631	S2	ukf chesapeake incorporated	ukf chésapeake incorporated	141 harold street ma boston	141 harold street roxbury ma	us	us	0.962963	0.727273	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-393934451	S3-639279066	S3	mangrol technologies private limited	mangrol technologies private	shop number 29 f buil rajeshvar plaza udhna mangrol surat gujarat		india	india	0.875	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-155228361	S2-83805439	S2	maa company private limited	limited maa company private center	73 balaji layout mylasandra village kengeri hobli bangalore karnataka	ಕರ್ನಾಟಕ 73 bangalore	india	india	0.721311	0.269663	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-892233306	S3-610135229	S3	sai farmer private limited	private sai farmer limited	315 3rd floor patel avenue near gurudwara s g highway bodakdev ahmedabad gujarat	315 ahmedabad gj	india	india	0.692308	0.333333	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-307702274	S3-978834272	S3	da india agro limited	da india agro	flat number 1703 brighton tower 2nd cross lane lokhandwala complex mumbai maharashtra	flat number 17 03 bombay mumbai mh	india	india	0.764706	0.504202	0.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-385338713	S2-543717376	S2	safe pioneer legato llc	safe pioneer llc legato 91279	21107 deodora drive chesterfield county va	21107 deodora dr petersurg cdp va	us	us	0.769231	0.666667	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-19593330	S2-813554231	S2	fo aktiengesellschaft incorporated	fo aktiengesellschaft	3736 riverdowns drive n chesterfield county va		us	us	0.763636	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-19593330	S2-200759904	S2	fo aktiengesellschaft incorporated	fo aktiengesellschaft	3736 riverdowns drive n chesterfield county va		us	us	0.763636	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-459898634	S2-754528564	S2	west patriot metal incorporated	west patriot	34 fassett street wellsville ny		us	us	0.55814	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-751233527	S2-142272219	S2	beaulieu spillane brewing incorporated	beaulieuspillanebrewing com	1500 boston providence highway unit 30b norwood ma	1500 boston providence hwy norrwood ma	us	us	0.8	0.840909	0.5	near_match_outside_top_k	name_similarity|address_similarity
S1-952266463	S2-815318202	S2	legacy jaws incorporated	legacy jáws	1820 7th street unit 419 phoenix az	1820 7th street rio salado az	us	us	0.571429	0.6875	0.666667	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-854207766	S2-202538022	S2	yamuan education private limited	yamuan education prsoate limited	h number 17 sector 41 aghapur noida gautam buddha nagar uttar pradesh	h number 017 sector 41 ahgapur noida उत्तर प्रदेश	india	india	0.9375	0.610169	0.333333	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-854207766	S2-350815586	S2	yamuan education private limited	private yamuan education límited	h number 17 sector 41 aghapur noida gautam buddha nagar uttar pradesh	h number 017 gautam buddha nagar yusufpur chak saberi uttar pradesh	india	india	0.71875	0.661765	0.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-793019850	S2-565838685	S2	rocky trust llc	rockytrust	846 217 claverack ny	846 217 hudson ny	us	us	0.8	0.594595	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-183283123	S3-804180847	S3	zq fishery company	zq fboibehry company	1st floor plot number 2 opposite housing board akara batta abu road sirohi rajasthan	1 floor abu road sirohi rj	india	india	0.842105	0.472727	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-155027115	S2-780856981	S2	bharat jai tech	भारत जय टेक	157 udyog kendra toy cit greater noida bishrakh gautam buddha nagar uttar pradesh	157 bishrakh gautam buddha nagar uttar pradesh	india	india	0.153846	0.724409	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-327685774	S2-495893925	S2	vantus islands pc	center vantus pc	4421 florin road sacramento ca	parkway ca 4421 florin road	us	us	0.545455	0.561404	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-549086594	S2-808013831	S2	sun marketing private limited	सन मार्केटिंग प्राइवेट लिमिटेड	d 8 gf pandav nagar east delhi delhi	delhi new delhi d 08 gf pandav nagar	india	india	0.101695	0.527778	0.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-388325812	S3-131944817	S3	slate incorporated	slate	1930 fawn drive cheltenham township pa	1930 fawn dr pennsylvania glenside	us	us	0.434783	0.527778	1.0	name_token_order_variation	name_similarity|exact_name_blocking
S1-388325812	S3-197262044	S3	slate incorporated	sagre incorporated	1930 fawn drive cheltenham township pa	fawn drive glenside pennsylvania	us	us	0.888889	0.542857	0.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-576426786	S2-744028128	S2	jennings seaver powell corporation	jennings seaver and	7159 sagert street unit 106 tualatin or	7159 sagert saint tualatin or	us	us	0.679245	0.764706	0.5	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-838617018	S3-239301588	S3	gsp academy	gsp academy corporation	flat number 201 plot number 124 b sector vidhya nagar hoshangabad road bhopal madhya pradesh	flat number 201 bhopal mp	india	india	0.647059	0.42735	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-621488922	S3-521016420	S3	human rights trust	human rights trust company	2320 pitts place unit 2 washington dc	pitts pl 2 washington district of columbia	us	us	0.818182	0.607595	0.5	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-621488922	S3-809402643	S3	human rights trust	viobelo	2320 pitts place unit 2 washington dc	washington 2 district of columbia 002320 pitts place	us	us	0.08	0.359551	0.333333	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-464761064	S2-476337457	S2	lumola inflection incorporated	lumola inflection	4140 winchester avenue ashland ky		us	us	0.723404	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-441821984	S3-890496189	S3	balaji finance private limited	balaji finance limited private id 85000	east delhi b 32 delhi u g f b s office number 1 1st floor subhash chowk near hira sweets vikas marg lax mi nagar new delhi	d 176 b 32 dl east delhi preet vihar	india	india	0.724638	0.253165	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-952571031	S3-106480282	S3	pediatric dental associates llc	pediatric dental associates llc trading	109 adams street elmhurst il		us	us	0.885714	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-183760590	S2-947379718	S2	precision business worldwide corporation	precisi0n business worldwide	1213 clarinet road elkhart in		us	us	0.794118	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-585596917	S3-870808310	S3	bharat industries private limited	bharat industries	13 04 16 1 flat number 106 ground floor gayathri res matwada warangal warangal urban telangana		india	india	0.68	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-988321030	S2-950284560	S2	primary care associates llc	llc primary care associates	405 oak street unit ste 5 conway ar	405 409 oak saint conway ar	us	us	0.851852	0.645161	0.333333	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-988321030	S2-121165186	S2	primary care associates llc	primary care associates	405 oak street unit ste 5 conway ar	ar conway 405 409 oak street	us	us	0.92	0.444444	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-988321030	S3-640381656	S3	primary care associates llc	primary care associates llc board	405 oak street unit ste 5 conway ar	405 oak street po box 7141 conway arkansas	us	us	0.9	0.701299	0.333333	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-809024061	S2-730625481	S2	digiovanni management lp	digiovanni lp center	9826 rocky wash drive az tucson		us	us	0.636364	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-360909582	S3-551329412	S3	coastal school of medicine	school coastal of medicine	3 astor ridge drive unit unit d amherst ny	unit d bufalo new york 3 astor ridge dr	us	us	0.730769	0.395062	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-942104958	S2-946678919	S2	force wealthtech private limited	pibante force wealthtech limited	pune 148 maharashtra pune ganesh nagar colony number 12 pune	maharashtra block g 24 148 pune	india	india	0.75	0.483516	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-942104958	S3-915116552	S3	force wealthtech private limited	force waefobhtbeh private limited	pune 148 maharashtra pune ganesh nagar colony number 12 pune	number 415 148 pune mh	india	india	0.861538	0.317073	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-942104958	S3-105932328	S3	force wealthtech private limited	force wealthtech limited services	pune 148 maharashtra pune ganesh nagar colony number 12 pune	mh pune number 415 148 pune	india	india	0.738462	0.482759	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-942104958	S3-887375431	S3	force wealthtech private limited	smt forcewealthtech com	pune 148 maharashtra pune ganesh nagar colony number 12 pune	415 148 pune महाराष्ट्र	india	india	0.618182	0.240964	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-299434720	S3-330665696	S3	twisted bike shop	twistedbikeshop com	2015 glenview road glenview il	illinois glenview 201 glenview road	us	us	0.833333	0.523077	0.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-218948566	S3-666592235	S3	vision global solutions private limited	विजन ग्लोबल सॉल्यूशंस प्राइवेट लिमिटेड	pune midc industrial estate bhosari w51 pune maharashtra	greater bombay mh w51 pune	india	india	0.103896	0.390244	1.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-169108778	S2-650989582	S2	smart industries private limited	स्मार्ट इंडस्ट्रीज प्राइवेट लिमिटेड	delhi south delhi new delhi omaxe square plot number 14 jasola district center unit number ff 48a	unit number ff 048a south delhi new delhi delhi	india	india	0.089552	0.375	0.0	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-658151638	S2-538524338	S2	empire foundation	empirefoundationcom	43 debbie drive stafford county va	debbie dr fredericksburg va	us	us	0.888889	0.491803	0.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-658151638	S3-57947058	S3	empire foundation	empire foundation company	43 debbie drive stafford county va	43 debbie drive fredericksburg virginia	us	us	0.809524	0.575342	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-200572754	S3-46468591	S3	triple partners private limited	triple partners limited private www triplep com	anand tirath bhumi near j k park chikhodra chowkadi 7 gujarat anand	7 mumbai anand gj	india	india	0.666667	0.166667	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-766458019	S3-449535996	S3	today charitable trust	todaycharitabletrust com	kanchipuram tamil nadu saidapet 13 2 floor balaji nagar 3rd phase puzhuthivakkam	13 saidapet kanchipuram tn	india	india	0.869565	0.264151	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-766458019	S3-787789921	S3	today charitable trust	today charitmbale trust	kanchipuram tamil nadu saidapet 13 2 floor balaji nagar 3rd phase puzhuthivakkam	13 kanchipuram saidapet tn	india	india	0.933333	0.415094	0.333333	address_digit_variation	address_similarity|exact_address_blocking
S1-947166860	S3-29876156	S3	apoorva works private limited	wexwex	22 2791 old y block 6th street 12th main road anna nagar chennai tamil nadu	b3 22 2791 chennai city region tn	india	india	0.171429	0.37037	0.4	both_name_and_address_weak	exact_name_blocking|exact_address_blocking|name_similarity|address_similarity
S1-930625292	S2-913963814	S2	department of public works	department of	310 63rd street birmingham al	310 63rd saint birmingham al	us	us	0.666667	0.877193	1.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-122232705	S3-816700908	S3	noah trust llc	noah llc center	6096 tinley mill drive prince william county va	6096 tinley mill dr haymarket virginia	us	us	0.551724	0.588235	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-104955523	S2-324764832	S2	infotech engineering private limited	private infotech engneering limited	h number 555 556 budhwar peth pune city maharashtra ground floor shop number 2a pune	hn d 123 ground floor shop number 2a pune महाराष्ट्र pune city	india	india	0.760563	0.493151	0.25	address_digit_variation	address_similarity|exact_address_blocking
S1-565539266	S2-492189110	S2	digital engineering private limited	digital engineering private límited	d10 77 1b ginning compound nh s g pudur avinashi road arasur po palladam coimbatore tamil nadu		india	india	0.971429	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-208973592	S2-481660181	S2	morgan ameren incorporated	incorporated morgan aembern	la 266 enterprise drive houma	266 enterprise dr bayou cane la	us	us	0.45283	0.666667	1.0	name_token_order_variation	name_similarity|exact_name_blocking
S1-208973592	S3-931413846	S3	morgan ameren incorporated	morganameren	la 266 enterprise drive houma	bayou cane louisiana 267 enterprise drive	us	us	0.631579	0.628571	0.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-760271020	S2-102338406	S2	federal society	federal society corporation	7777 oakwood street ralston ne	07777 oakwood street omaha townsihp ne	us	us	0.714286	0.794118	0.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-760271020	S2-867554145	S2	federal society	federal society incorporated	7777 oakwood street ralston ne	07777 oakwood street omaha townsihp ne	us	us	0.697674	0.794118	0.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-760271020	S2-234214850	S2	federal society	federal socidy	7777 oakwood street ralston ne	07777 oakwood street omaha townsihp ne	us	us	0.896552	0.794118	0.0	near_match_outside_top_k	name_similarity|address_similarity
S1-760271020	S3-746538040	S3	federal society	federal sicety	7777 oakwood street ralston ne	7777 7781 oakwood street omahaa township nebraska	us	us	0.896552	0.683544	0.5	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-378245327	S2-525888317	S2	dental center	dental cfenter	12814 175th avenue monroe wa		us	us	0.962963	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-378245327	S3-646121866	S3	dental center	dental center llc	12814 175th avenue monroe wa	12814 175th avenue snohomish washington	us	us	0.866667	0.686567	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-552321484	S3-424336274	S3	upper sterling incorporated	upper sterling	9 owen road grafton ny		us	us	0.682927	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-130264484	S2-32411869	S2	green foundation limited	ग्रीन फाउंडेशन लिमिटेड	875 31 laxman vihar phase i gurgaon haryana	875 31 gurgaon haryana	india	india	0.086957	0.676923	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-130264484	S3-11461627	S3	green foundation limited	ग्रीन foundation limited	875 31 laxman vihar phase i gurgaon haryana	875 31 gurgaon hr	india	india	0.791667	0.566667	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-226564818	S2-891882828	S2	literacy fund llc	literacy fund enterprises	414 b white oak street high point nc		us	us	0.666667	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-574668375	S3-59072810	S3	bd dham limited	bddham com	n 219 greater kailash part ii new delhi south delhi delhi	plot 407 n 219 greater kailash pat ii new delhi south delhi dl	india	india	0.64	0.890756	0.5	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-596555182	S2-697857785	S2	creative consultancy private limited	creative private limited center	20b sarat bose road kolkata howrah west bengal	20b sarat bose road kolkata পশ্চিমবঙ্গ	india	india	0.716418	0.666667	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-829983869	S3-260788533	S3	yugantar technologies limited	yugantar limited center	ahmadabad city 308 third floor shail complex nr swagat restaurant opp madhusudan house gujarat ahmedabad	plot 319 308 ahmedabad ગુજરાત	india	india	0.615385	0.225564	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-567424927	S3-921353007	S3	happy auto body	happy auto body corporation	760 main street unit 2 brigham city ut	60 main street brigham city utah	us	us	0.714286	0.857143	0.0	name_variation_near_threshold	name_similarity|exact_name_blocking
S1-40162994	S3-695018314	S3	cp kgaa l l c	cp llc center	5613 cloverland drive nashville tn	5613 cloverland dr brentwood tennessee	us	us	0.538462	0.638889	1.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-16609748	S2-54823044	S2	midwest mountain wells llc	midwest muntbeani wells llc	2140 71st street lubbock tx	2140 71th saint lubbock tx	us	us	0.90566	0.830189	1.0	near_match_outside_top_k	name_similarity|address_similarity
S1-675959550	S3-112098039	S3	ne forwarding private limited	ne forwarding private	number 5m 651 a 1st floor 5th main banasawadi ombr layout bangalore karnataka	005m 651 a bangalore ka	india	india	0.84	0.42	0.25	address_digit_variation	address_similarity|exact_address_blocking
S1-555543655	S3-676781473	S3	nile solutions private limited	sri nile solutions prívate limited	513 city centre 63 2 the mall kanpur uttar pradesh	door number 73 1 513 kanpur up	india	india	0.90625	0.325	0.2	address_digit_variation	address_similarity|exact_address_blocking
S1-943879014	S3-420174178	S3	crj traders of mysore private limited	mr crjtradersmysore com	number 36 3rd stage hale kesare rs naidu nagar mysore karnataka	number 36 mysore ಕರ್ನಾಟಕ	india	india	0.6	0.390805	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-765734254	S3-799567902	S3	health fellowship partners	health fellowship partners federation	601 oleander circle virginia beach city va		us	us	0.825397	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-392214139	S2-90508167	S2	jk college	sri jk jk college	515 palm spring centre link road malad west mumbai maharashtra	mumbai malad west 515 महाराष्ट्र	india	india	0.740741	0.319149	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-184794725	S3-469499839	S3	surat associates private limited	surat associates private	115 sunday hub shopping center near ankur vidhyalay surat gujarat	115 surat gj	india	india	0.857143	0.311688	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-582307657	S3-992288030	S3	halcus lionheart	halcus lionedhrt	2019 new sun drive fl 2 florissant mo		us	us	0.875	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-52507682	S2-761485390	S2	gold impex private limited	ગોલ્ડ ઇમ્પેક્સ પ્રાઇવેટ લિમિટેડ	301 nisarg appt nr dimple row house piplod surat city surat gujarat	number 591 301 surat city surat gujarat	india	india	0.105263	0.528302	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-52507682	S2-291898427	S2	gold impex private limited	ગોલ્ડ ઇમ્પેક્સ પ્રાઇવેટ લિમિટેડ	301 nisarg appt nr dimple row house piplod surat city surat gujarat	591 301 surat city surat gujarat	india	india	0.105263	0.565657	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-52507682	S3-84022886	S3	gold impex private limited	gold impex private	301 nisarg appt nr dimple row house piplod surat city surat gujarat	301 surat gj	india	india	0.818182	0.303797	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-722170008	S2-445745602	S2	ziraendra investments private limited	ziraendra investments ptrovcet limited	g 76 a first floor road number 13 saheen bagh abul fazal enclave part ii jamia naga r new delhi delhi		india	india	0.906667	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-763279630	S3-57165051	S3	vyas foundation	vyas fóundation	sr number 26 chandrika park flat number 503 lane number 8 pune city pune maharashtra	sr number 26 pune city pune mh	india	india	0.933333	0.526316	0.333333	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-833798119	S3-342879520	S3	regional spruce llc	regional sraoe llc	10 n1026 eagar az	10 n1026 apache county arizona	us	us	0.864865	0.553191	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-886434037	S2-915146508	S2	om estate private limited	estate om private limited	block s 113 5 midc bhosari pune maharashtra	midc bhosari pune block s 113 5 महाराष्ट्र	india	india	0.88	0.447059	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-684505968	S3-300894176	S3	namaskar company company	naadkar company company 60371	b 70 51 keshav puram delhi north west delhi delhi	b a 70 51 north west delhi delhi dl	india	india	0.830189	0.714286	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-372903225	S3-845582833	S3	elevate professional center	miraumbra	74b lowther road allahabad uttar pradesh	74b lowther road kaushambi allahabad उत्तर प्रदेश	india	india	0.166667	0.629213	1.0	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-479783161	S2-877881238	S2	sz optics incorporated	sz orphgdcs incorporated	3948 foothill road santa barbara ca	3948 foothill road eastern goleta valley ca	us	us	0.869565	0.717949	1.0	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-241678218	S3-93364060	S3	blue global limited	dr blue glóbal limited	shop number 16 ground floor market block nehru nagar new delhi south delhi delhi		india	india	0.878049	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-872302647	S2-951619159	S2	lucky pilates incorporated	lucky pirlates incorporated	321 21st street unit c newark oh	321 twenty first street newark oh	us	us	0.981132	0.707692	0.5	address_variation_near_threshold	address_similarity|exact_address_blocking
S1-872302647	S3-56614947	S3	lucky pilates incorporated	lucky incorporated pi1ates	321 21st street unit c newark oh		us	us	0.692308	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-872302647	S3-983622567	S3	lucky pilates incorporated	lucky pilates	321 21st street unit c newark oh		us	us	0.666667	0.0	0.0	missing_address_field	exact_address_blocking|address_similarity
S1-305440895	S3-210855008	S3	no nursing home	no nursing home company	32 vill bania bigha tola bania bigha panch amara panchyat block arwal arwal bihar	32 block arwal arwal br	india	india	0.789474	0.442308	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-305440895	S3-292471555	S3	no nursing home	no nursing	32 vill bania bigha tola bania bigha panch amara panchyat block arwal arwal bihar	32 block arwal arwal बिहार	india	india	0.8	0.392523	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-305440895	S3-547827089	S3	no nursing home	no nursing service	32 vill bania bigha tola bania bigha panch amara panchyat block arwal arwal bihar	32 arwal block arwal br	india	india	0.727273	0.384615	1.0	address_token_order_or_variation	address_similarity|exact_address_blocking
S1-882796400	S3-885523752	S3	helpful general private limited	smt helpful private general limited id 3838	2803 redwood runwal greens mulund goregaon link road bhandup west mumbai mumbai city maharashtra	9 2803 mumbai mumbai city mh	india	india	0.621622	0.419355	0.5	address_digit_variation	address_similarity|exact_address_blocking
S1-900870097	S3-948310651	S3	gujarat technologies private limited	गुजरात टेक्नोलॉजीज प्राइवेट लिमिटेड	cabin number 108 first floor tower 1 steller crest business center it park c 25 sector 6 2 noida gautam buddha nagar uttar pradesh	cabin number 108 noida gautam buddha nagar up	india	india	0.084507	0.514286	0.2	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-900870097	S3-962132902	S3	gujarat technologies private limited	गुजरात टेक्नोलॉजीज प्राइवेट लिमिटेड	cabin number 108 first floor tower 1 steller crest business center it park c 25 sector 6 2 noida gautam buddha nagar uttar pradesh	cabin number 108 noida gautam buddha nagar up	india	india	0.084507	0.514286	0.2	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-900870097	S3-883136069	S3	gujarat technologies private limited	gujarat technologies private	cabin number 108 first floor tower 1 steller crest business center it park c 25 sector 6 2 noida gautam buddha nagar uttar pradesh	noida उत्तर प्रदेश gautam buddha nagar cain number 108	india	india	0.875	0.315217	0.2	address_digit_variation	address_similarity|exact_address_blocking
S1-242195439	S3-63470648	S3	dream infra limited	dream infra	gat number 71 22 turkheda near mamurabad jalgaon jalgaon maharashtra	gat number 71 22 jalgaon महाराष्ट्र	india	india	0.733333	0.485437	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-102881886	S3-673002177	S3	saugerties township of incorporated	ectoriza	3185 9w saugerties ny	9w new york saugerties	us	us	0.232558	0.604651	0.5	name_variation_no_shared_tokens	name_similarity|exact_name_blocking
S1-605858505	S3-695970061	S3	liberty patriot tungsten incorporated	liberty patriot	861 burnham drive university park il unit e	0861 burnham dr e incorporated illinois	us	us	0.576923	0.560976	0.0	moderate_similarity_below_retrieval_threshold	name_similarity|address_similarity
S1-382072597	S3-775924885	S3	lotus developers private limited	private lotus developers límited	kolkata 14j howrah west bengal station road dhakuria kolkata	14j wb howrah kolkata region	india	india	0.71875	0.318182	1.0	address_similarity_below_top_k_threshold	address_similarity|exact_address_blocking
S1-972508292	S3-281518519	S3	cutting jewels limited	cutting cutting jwe1s limited	radha rani sinha marg near by navyug vidyalay opposite of p or t colony adampur jagdishpur bhagalpur bihar		india	india	0.784314	0.0	1.0	missing_address_field	exact_address_blocking|address_similarity
